age_rating,app_rating,category,compatibility,languages,name,price,rank,rating_count,size
4+,3.6,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Italian, Polish, Russian, Simplified Chinese, Spanish, Thai, Turkish",SPC PRO Cloud,Free,75,23 Ratings,57.8 MB
4+,1.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Jobs Indonesia,Free,171,21 Ratings,36.6 MB
4+,4.6,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian, Yoruba",Yammer,Free,,70 Ratings,135.4 MB
4+,5.0,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese, Traditional Chinese",vMEye,Free,,1 Rating,31.1 MB
4+,3.8,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Workplace Chat by Facebook,Free,88,17 Ratings,283.7 MB
4+,4.8,"
                  Business
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, Portuguese, Russian, Simplified Chinese, Spanish",Eye Color Switch - Snap Visage,Free,,6 Ratings,75.4 MB
4+,3.2,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Call Recorder for Phone Calls,Free,,20 Ratings,112.6 MB
4+,2.8,"
                  Business
                ","Requires iOS 7.1 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, French, German, Greek, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",GPS Tools | GPS Tracking by trackOmeter,Free,,11 Ratings,2.4 MB
4+,3.0,"
                  Business
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish",vMEyeCloud Lite,Free,,4 Ratings,41.5 MB
4+,5.0,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Intelligent Hub,Free,,2 Ratings,67.5 MB
4+,4.3,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",iDMSS Plus,Free,36,19 Ratings,262.4 MB
4+,4.4,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,BPDBALI Mobile,Free,177,70 Ratings,17.4 MB
4+,3.1,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,welovehonda,Free,90,52 Ratings,91.9 MB
4+,4.8,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Italian, Portuguese, Spanish",Glassdoor Job Search,Free,133,1.1K Ratings,95 MB
4+,4.9,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bulgarian, Catalan, Chinese (Hong Kong), Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Google Analytics,Free,135,179 Ratings,65.4 MB
4+,4.6,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Forbes Magazine,Free,,55 Ratings,51.8 MB
4+,4.8,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Best VPN-Super VPN Turbo Proxy,Free,138,102 Ratings,117.8 MB
4+,4.6,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,"Resume Builder, CV Maker",Free,44,136 Ratings,95.3 MB
4+,3.0,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Forbes Indonesia,Free,109,3 Ratings,24.7 MB
4+,4.8,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",CamCard,Free,103,2.8K Ratings,175.2 MB
4+,4.8,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Portuguese, Russian, Spanish, Turkish",Call Recorder ゜,Free,196,16 Ratings,121.7 MB
4+,5.0,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Parallels Access,Free,,6 Ratings,94.7 MB
4+,4.6,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, Indonesian, Portuguese, Spanish, Thai, Vietnamese",Jora Job Search App: Find jobs,Free,87,1.3K Ratings,42.7 MB
4+,4.0,"
                  Business
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Simplified Chinese, Spanish",iTalk Recorder,Free,193,4 Ratings,9.1 MB
4+,3.5,"
                  Business
                ","Requires iOS 12.0 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Audio Memos SE,Free,,4 Ratings,29.2 MB
4+,4.6,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Portuguese, Spanish",Asana: organize tasks & work,Free,166,60 Ratings,52.4 MB
4+,4.8,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Workplace by Facebook,Free,64,901 Ratings,236.1 MB
4+,3.4,"
                  Business
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish",vMEyeSuper,Free,,7 Ratings,39.4 MB
4+,4.9,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Hebrew, Russian, Simplified Chinese",Camera Scanner PDF -TapScanner,Free,23,695 Ratings,87.5 MB
17+,3.4,"
                  Business
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, German, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Turkish",Dolphin Mobile Browser,Free,33,14 Ratings,42 MB
4+,3.0,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Remote Desktop - RDP Lite,Free,,4 Ratings,3.4 MB
4+,3.0,"
                  Business
                ","Requires iOS 10.3 or later. Compatible with iPhone, iPad and iPod touch.","English, Catalan, Croatian, Dutch, French, German, Greek, Hungarian, Italian, Japanese, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",QuickVoice® Recorder,Free,,1 Rating,4.5 MB
4+,4.0,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Selly,Free,57,132 Ratings,57.6 MB
4+,3.0,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",Movin' - Smart Homephone,Free,117,407 Ratings,121.7 MB
4+,4.6,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Albanian, Arabic, Bengali, Bulgarian, Croatian, Danish, Dutch, Estonian, Finnish, French, Georgian, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Laotian, Lithuanian, Macedonian, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Urdu, Uzbek, Vietnamese",Loyverse POS - Point of Sale,Free,48,106 Ratings,171.8 MB
4+,3.2,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese, Traditional Chinese",ZipArchiver- RAR Zip File Tool,Free,114,11 Ratings,53.7 MB
17+,4.7,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Vietnamese",PDF Converter Documents To PDF,Free,68,343 Ratings,186.8 MB
4+,4.4,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Watermark Photos & Copyright,Free,,29 Ratings,59.9 MB
4+,4.6,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular and iPod touch.","English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Simplified Chinese, Slovak, Spanish, Traditional Chinese",MobileIron Mobile@Work™ Client,Free,,8 Ratings,75 MB
4+,4.5,"
                  Business
                ","Requires iOS 4.3 or later. Compatible with iPhone, iPad and iPod touch.",English,Battery Magic: Battery Life Battery Stats Battery Charge & Saver all in one!,Free,,4 Ratings,8.4 MB
4+,4.5,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Vietnamese",SCANNER - PDF Document Scan,Free,43,2.9K Ratings,71.2 MB
4+,3.6,"
                  Business
                ","Requires iOS 9.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian, Japanese, Simplified Chinese, Thai, Traditional Chinese, Vietnamese",DingTalk,Free,38,44 Ratings,349.3 MB
17+,4.8,"
                  Business
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Docs U - Edit Microsoft Office Doc for iPhone Free,Free,129,4 Ratings,37.5 MB
4+,4.7,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Czech, Danish, Dutch, Filipino, Finnish, French, German, Hebrew, Hindi, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Hangouts Meet by Google,Free,67,3 Ratings,67.9 MB
4+,5.0,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular and iPod touch.","English, Simplified Chinese",HD PDF Scanner-pdf scanner,Free,53,326 Ratings,29.2 MB
4+,2.1,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,MOST Mobile Mandiri Sekuritas,Free,59,151 Ratings,16.4 MB
4+,5.0,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Forex Trading for beginners,Free,,5 Ratings,31.6 MB
4+,4.0,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Portuguese, Spanish",Freelancer - Hire & Find Jobs,Free,52,14 Ratings,311.1 MB
4+,4.9,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular and iPod touch.","English, Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Basque, Belarusian, Bengali, Bosnian, Bulgarian, Cambodian, Catalan, Croatian, Czech, Danish, Dari, Dutch, Estonian, Filipino, Finnish, French, Gaelic, Galician, Georgian, German, Greek, Gujarati, Hausa, Hebrew, Hindi, Hungarian, Icelandic, Igbo, Indonesian, Irish, Italian, Japanese, K'iche', Kannada, Kazakh, Kinyarwanda, Kirghiz, Konkani (macrolanguage), Korean, Laotian, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Norwegian Bokmål, Norwegian Nynorsk, Oriya, Pedi, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Setswana, Simplified Chinese, Sindhi, Singhalese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tajik, Tamil, Tatar, Telugu, Thai, Tigrinya, Traditional Chinese, Turkish, Turkmen, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh, Wolof, Xhosa, Yoruba, Zulu",Microsoft Teams,Free,62,1.6K Ratings,190.8 MB
4+,3.8,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Azerbaijani, Bosnian, Bulgarian, Croatian, Czech, Estonian, French, Greek, Hindi, Hungarian, Indonesian, Latvian, Lithuanian, Macedonian, Mongolian, Norwegian Bokmål, Polish, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",Oriflame Business,Free,91,29 Ratings,294.2 MB
4+,3.3,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Dutch, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",dr.fone - Photo Transfer,Free,26,16 Ratings,27.4 MB
17+,4.8,"
                  Business
                ","Requires iOS 8.1 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Adobe Fill & Sign－Form Filler,Free,104,337 Ratings,18 MB
4+,2.4,"
                  Business
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bengali, Bulgarian, Chinese, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kazakh, Korean, Latvian, Lithuanian, Norwegian Bokmål, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Samsung SMART CAMERA App,Free,,14 Ratings,29.5 MB
4+,2.3,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Yoruba",Facebook Adverts Manager,Free,82,29 Ratings,90.7 MB
17+,3.6,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,myFeedMac,Free,143,25 Ratings,20.4 MB
4+,3.6,"
                  Business
                ","Requires iOS 11.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German",Duo Mobile,Free,28,12 Ratings,27.8 MB
4+,1.2,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian, Japanese, Korean, Thai, Traditional Chinese",LINE Official Account,Free,13,119 Ratings,21.1 MB
4+,4.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Armenian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Persian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Voice Recorder Lite: Record HD,Free,24,2.8K Ratings,35.5 MB
4+,3.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Portuguese, Spanish",Docs To Go Premium,Rp 249ribu,9,7 Ratings,88.2 MB
4+,3.0,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",iDMSS Lite,Free,60,19 Ratings,262 MB
4+,3.7,"
                  Business
                ","Requires iOS 13.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Microsoft Remote Desktop,Free,,21 Ratings,48.1 MB
4+,4.9,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Fiverr - Freelance Services,Free,85,478 Ratings,136.3 MB
4+,3.6,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Arabic, Basque, Catalan, Croatian, Czech, Danish, Dutch, Filipino, Finnish, French, Galician, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",BBM Enterprise,Free,34,90 Ratings,49.1 MB
4+,4.2,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,AUTO2000,Free,115,172 Ratings,120.4 MB
4+,4.6,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Portuguese, Simplified Chinese, Traditional Chinese",Scan master: pdf scanner app,Free,149,80 Ratings,13.2 MB
4+,5.0,"
                  Business
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.",English,"Water Photo Reflection for Tumblr,MSN,IG,FB,PS,KIK,POF",Free,,1 Rating,14.1 MB
4+,4.2,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bulgarian, Croatian, Czech, Danish, Dutch, Filipino, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Google AdSense,Free,35,37 Ratings,29.5 MB
4+,4.5,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Swedish",Scanner App: Scan PDF Document,Free,,115 Ratings,57.4 MB
4+,4.8,"
                  Business
                ","Requires iOS 12.2 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Danish, Dutch, French, German, Hebrew, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Vietnamese",Genius Scan - PDF Scanner,Free,118,1.6K Ratings,49.8 MB
4+,4.6,"
                  Business
                ","Requires iOS 9.3 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular, iPod touch (6th generation) and iPod touch (7th generation).","English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Skype for Business,Free,89,157 Ratings,155.7 MB
4+,4.9,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Danish, Dutch, Filipino, Finnish, French, German, Greek, Hebrew, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",SignEasy - Sign and Fill Docs,Free,92,846 Ratings,213.6 MB
